time,race1,race2,supplyUsed1,supplyUsed2,supplyMade1,supplyMade2,totalIncome1,totalIncome2,mineralsIncome1,mineralsIncome2,vespeneIncome1,vespeneIncome2,totalResources1,totalResources2,minerals1,minerals2,vespene1,vespene2,activeWorkers1,activeWorkers2,army1,army2,technology1,technology2,lostResources1,lostResources2,winner
57,1,1,17.0,17.0,22.0,22.0,839,867,839,867,0,0,25,40,25,40,0,0,15,15,0,0,0,0,0,0,1
64,1,1,18.0,18.0,22.0,22.0,895,839,895,839,0,0,75,85,75,85,0,0,16,16,0,0,0,0,0,0,1
71,1,1,17.0,17.0,22.0,22.0,867,923,867,923,0,0,155,170,155,170,0,0,17,17,0,0,0,0,0,0,1
79,1,1,17.0,17.0,22.0,22.0,923,895,923,895,0,0,10,35,10,35,0,0,16,16,0,0,0,0,0,0,1
86,1,1,18.0,18.0,22.0,22.0,923,951,923,951,0,0,70,95,70,95,0,0,16,16,0,0,0,0,0,0,1
93,1,1,19.0,19.0,22.0,22.0,979,951,979,951,0,0,130,155,130,155,0,0,17,18,0,0,0,0,0,0,1
100,1,1,20.0,19.0,22.0,22.0,928,978,839,867,89,111,186,275,170,255,16,20,18,19,0,0,0,0,0,0,1
107,1,1,20.0,20.0,22.0,22.0,1051,1023,895,867,156,156,312,355,280,315,32,40,19,19,0,0,0,0,0,0,1
114,1,1,21.0,21.0,22.0,22.0,967,1079,811,923,156,156,377,430,325,370,52,60,20,20,0,0,0,0,0,0,1
121,1,1,21.0,26.0,28.0,28.0,1051,1079,895,923,156,156,307,215,235,135,72,80,20,20,0,0,250,250,0,0,1
129,1,1,25.0,26.0,28.0,28.0,1079,1130,923,951,156,179,142,45,50,45,92,0,21,21,0,0,250,250,0,0,1
136,1,1,26.0,28.0,28.0,28.0,1085,1135,951,979,134,156,18,86,10,70,8,16,21,21,0,0,250,250,0,0,1
143,1,1,27.0,30.0,44.0,36.0,1197,1225,1063,1091,134,134,114,137,90,105,24,32,21,22,0,50,250,250,0,0,1
150,1,1,29.0,30.0,44.0,36.0,1141,1230,1007,1119,134,111,155,274,115,230,40,44,22,23,0,50,250,250,0,0,1
157,1,1,31.0,29.0,44.0,36.0,1281,1225,1147,1091,134,134,211,125,155,65,56,60,24,24,50,350,250,250,0,0,1
164,1,1,31.0,31.0,44.0,36.0,1202,1286,1091,1175,111,111,358,132,290,60,68,72,24,24,350,350,250,250,0,0,1
171,1,1,30.0,33.0,44.0,36.0,1393,1365,1259,1231,134,134,234,208,150,120,84,88,25,24,350,350,250,250,0,0,1
179,1,1,32.0,33.0,44.0,36.0,1314,1365,1203,1231,111,134,86,64,40,10,46,54,24,23,350,350,250,250,0,0,1
186,1,1,34.0,35.0,44.0,36.0,1426,1337,1315,1203,111,134,152,130,90,60,62,70,24,25,350,350,250,250,0,0,1
193,1,1,38.0,36.0,44.0,36.0,1359,1454,1203,1343,156,111,122,257,40,175,82,82,28,26,350,350,250,250,0,0,1
200,1,1,40.0,40.0,44.0,44.0,1438,1471,1259,1315,179,156,142,107,40,5,102,102,30,25,350,500,250,250,0,0,1
207,1,1,42.0,40.0,44.0,44.0,1611,1415,1455,1259,156,156,138,167,20,45,118,122,30,26,350,600,250,250,0,0,1
214,1,1,42.5,41.0,44.0,44.0,1723,1522,1567,1343,156,179,218,312,80,170,138,142,31,31,475,600,250,250,25,0,1
221,1,1,43.5,44.0,44.0,44.0,1723,1611,1567,1455,156,156,323,348,165,190,158,158,32,32,475,600,450,575,25,0,1
229,1,1,45.5,46.0,52.0,58.0,1723,1807,1567,1651,156,156,428,53,250,25,178,28,34,32,475,600,450,575,25,0,1
236,1,1,50.5,47.0,52.0,58.0,1835,1863,1679,1707,156,156,253,233,80,185,173,48,34,35,625,600,450,575,25,0,1
243,1,1,51.5,48.0,58.0,66.0,1942,1835,1763,1679,179,156,138,118,45,50,93,68,39,35,625,600,575,575,25,0,1
250,1,1,51.5,52.0,58.0,66.0,1891,1947,1735,1791,156,156,149,148,40,60,109,88,41,36,675,600,575,575,25,0,1
257,1,1,54.5,52.0,74.0,66.0,2003,1998,1847,1819,156,179,254,293,125,235,129,58,41,36,675,600,575,575,25,0,1
264,1,1,59.5,55.0,74.0,66.0,2087,1970,1931,1791,156,179,264,263,115,185,149,78,43,36,675,850,575,575,25,0,1
271,1,1,60.0,55.0,74.0,66.0,2339,2003,2183,1847,156,156,349,414,255,320,94,94,48,36,650,1050,575,575,50,50,1
279,1,1,63.0,58.0,74.0,74.0,2283,1992,2127,1791,156,201,274,227,185,105,89,122,47,38,650,1050,575,775,50,50,1
286,1,1,62.5,57.5,74.0,82.0,2502,2048,2323,1735,179,313,599,487,490,325,109,162,47,42,825,1025,575,775,50,75,1
293,1,1,65.5,69.0,74.0,90.0,2614,2182,2435,1847,179,335,704,67,575,40,129,27,47,42,1025,800,775,775,150,150,1
300,1,1,68.5,72.5,74.0,98.0,2731,2294,2575,1959,156,335,620,132,575,115,45,17,47,42,1025,775,775,775,150,175,1
307,1,1,73.5,76.5,74.0,98.0,2647,2266,2491,1819,156,447,600,158,535,85,65,73,49,42,1075,725,775,775,225,225,1
314,1,1,73.0,79.0,74.0,98.0,2787,2395,2631,1903,156,492,820,263,735,130,85,133,50,42,1000,1350,775,775,300,300,1
321,1,1,74.0,82.0,74.0,98.0,2686,2373,2463,1903,223,470,982,394,865,205,117,189,56,42,1000,1650,775,775,300,300,1
329,1,1,72.5,82.5,74.0,98.0,2630,2457,2183,1987,447,470,492,624,315,375,177,249,55,42,975,1975,775,775,325,325,1
336,1,1,77.0,86.5,82.0,98.0,2390,2446,1875,1931,515,515,147,679,35,370,112,309,52,42,900,2075,775,775,325,375,1
343,1,1,79.0,92.0,90.0,98.0,2446,2446,1931,1931,515,515,222,639,150,270,72,369,52,42,900,2100,775,775,325,400,1
350,1,1,87.0,94.0,114.0,98.0,2793,2479,2323,1987,470,492,139,236,115,115,24,121,52,42,900,2350,775,775,325,400,1
357,1,1,86.5,96.0,114.0,98.0,2927,2507,2435,2015,492,492,320,226,298,45,22,181,52,42,1475,2300,1025,775,449,600,1
364,1,1,89.0,96.0,114.0,98.0,3039,2429,2547,1959,492,470,533,297,482,160,51,137,52,42,1625,3050,1025,775,511,725,1
371,1,1,86.0,92.5,114.0,98.0,2933,2401,2463,1931,470,470,564,237,532,40,32,197,52,42,1375,2175,1475,775,1361,1400,1
379,1,1,89.0,88.5,114.0,98.0,2961,2373,2491,1903,470,470,419,322,377,65,42,257,52,42,1025,2125,1475,775,1711,1875,1
386,1,1,97.0,87.0,114.0,98.0,2922,2362,2407,1847,515,515,329,547,302,230,27,317,52,42,1425,2000,1325,775,1861,2000,1
393,1,1,82.0,86.5,114.0,98.0,2787,2367,2295,1875,492,492,295,483,262,110,33,373,42,42,1175,1775,1325,775,2961,2350,1
400,1,1,80.0,80.0,114.0,98.0,2373,2367,1903,1875,470,492,286,629,272,200,14,429,42,42,875,1550,1325,775,3361,2825,1
407,1,1,81.0,75.0,114.0,98.0,2395,2339,1903,1847,492,492,366,789,342,300,24,489,42,42,1275,1550,1325,775,3511,3175,1
414,1,1,82.5,70.0,114.0,98.0,2479,2317,1987,1847,492,470,416,540,382,195,34,345,42,42,1350,1300,1325,775,3686,3525,1
421,1,1,85.0,71.0,114.0,98.0,2356,2289,1819,1819,537,470,439,680,387,275,52,405,42,42,1775,1250,1325,775,3711,3625,1
429,1,1,88.0,75.0,114.0,98.0,2462,2367,1791,1875,671,492,570,755,442,290,128,465,42,45,2025,1350,1325,775,3711,3625,1
436,1,1,90.0,74.0,114.0,98.0,2406,2446,1735,1931,671,515,555,1050,472,525,83,525,45,47,2325,1300,1325,775,3761,3675,1
443,1,1,96.0,83.0,114.0,98.0,2474,2395,1847,1903,627,492,562,676,432,195,130,481,48,51,2325,1300,1325,775,3761,3675,1
450,1,1,96.0,84.0,114.0,98.0,2552,2675,1903,2183,649,492,847,897,637,360,210,537,48,53,2325,1300,1325,775,3761,3675,1
457,1,1,99.0,83.0,114.0,98.0,2686,2709,2015,2239,671,470,472,813,382,220,90,593,52,58,2475,1300,1325,775,3811,3675,1
464,1,1,103.0,86.0,114.0,98.0,2720,2821,2071,2351,649,470,528,958,362,305,166,653,52,59,2475,1300,1325,775,3811,3675,1
471,1,1,102.0,91.0,122.0,98.0,2731,2927,2015,2435,716,492,465,1047,407,330,58,717,54,63,2575,1300,1325,1025,3811,3675,1
479,1,1,108.0,91.0,122.0,98.0,2978,3140,2127,2491,851,649,515,1022,357,375,158,647,59,63,2575,1300,1325,1025,3811,3675,1
486,1,1,110.0,97.0,122.0,98.0,3174,3308,2323,2435,851,873,500,1133,242,445,258,688,62,68,2575,1400,1325,1025,3811,3675,1
493,1,1,113.0,98.0,122.0,106.0,3157,3538,2351,2575,806,963,527,856,202,185,325,671,65,67,2575,1400,1325,1025,3811,3675,1
500,1,1,120.0,106.0,122.0,106.0,3319,3566,2379,2603,940,963,452,871,107,180,345,691,67,67,2575,1700,1325,1025,3811,3675,1
507,1,1,121.0,106.0,130.0,106.0,3392,3678,2407,2715,985,963,687,1212,197,405,490,807,66,67,2375,1700,1325,1025,3811,3675,1
514,1,1,129.0,124.0,130.0,138.0,3398,3538,2435,2575,963,963,178,732,122,30,56,702,64,67,2475,1800,1325,1025,3811,3675,1
521,1,1,129.0,128.0,138.0,146.0,3470,3560,2463,2575,1007,985,384,898,212,155,172,743,64,67,3675,2200,1325,1275,3811,3675,1
529,1,1,130.0,135.5,138.0,146.0,3302,3577,2295,2547,1007,1030,420,928,182,165,238,763,65,67,3675,2175,1575,1275,3811,3700,1
536,1,1,138.0,141.5,154.0,152.0,3314,3448,2351,2463,963,985,417,535,167,210,250,325,66,67,3775,3075,1575,1275,3811,3700,1
543,1,1,144.0,151.5,154.0,152.0,3487,3370,2547,2407,940,963,548,437,257,125,291,312,66,67,3875,3875,1700,1275,3811,3700,1
550,1,1,158.0,151.5,170.0,152.0,3476,3286,2491,2323,985,963,253,622,17,190,236,432,66,67,4175,4475,1950,1275,3811,3750,1
557,1,1,158.0,151.5,170.0,152.0,3342,3370,2379,2407,963,963,359,928,157,380,202,548,66,67,4375,4775,1950,1275,3811,3750,1
564,1,1,160.0,151.5,170.0,152.0,3370,3291,2407,2351,963,940,230,1014,87,350,143,664,66,67,4575,4975,1950,1275,3811,3750,1
571,1,1,162.0,161.0,176.0,168.0,3437,3420,2407,2435,1030,985,530,634,267,125,263,509,66,67,5275,4950,1950,1275,3811,3775,1
579,1,1,175.0,168.0,176.0,176.0,3582,3610,2575,2603,1007,1007,311,670,57,145,254,525,66,67,5275,4900,1950,1275,3811,3825,1
586,1,1,174.5,167.0,184.0,200.0,3599,3784,2659,2799,940,985,739,722,377,185,362,537,68,67,5300,4950,1950,1275,3811,4275,1
593,1,1,177.5,169.5,184.0,200.0,3706,3734,2743,2771,963,963,384,568,127,65,257,503,66,67,5100,4225,1950,1275,4211,4700,1
600,1,1,163.5,163.5,184.0,200.0,3504,3818,2519,2855,985,963,799,524,422,30,377,494,66,67,4900,3825,1950,1275,4911,5500,1
607,1,1,157.5,148.0,184.0,200.0,3622,3678,2659,2715,963,963,535,559,217,45,318,514,68,67,3900,3050,1950,1275,5911,6675,1
614,1,1,141.5,133.0,184.0,200.0,3532,3734,2547,2771,985,963,456,725,147,170,309,555,68,67,2900,2450,1950,1275,7411,7875,1
621,1,1,144.5,145.0,184.0,200.0,3829,3834,2799,2827,1030,1007,466,575,112,50,354,525,68,67,2600,3050,2200,1275,7711,7875,1
629,1,1,142.5,151.0,176.0,200.0,3734,3728,2771,2743,963,985,914,707,452,145,462,562,68,67,3300,3450,2200,1275,7811,7875,1
636,1,1,160.5,161.0,176.0,200.0,3269,3706,2463,2743,806,963,366,639,37,90,329,549,68,67,3500,3650,2550,1275,7811,7875,1
643,1,1,160.5,171.0,176.0,200.0,3140,3566,2491,2603,649,963,756,474,347,55,409,419,68,67,3800,4450,2550,1275,7811,7875,1
650,1,1,171.5,175.0,176.0,200.0,3549,3650,2743,2687,806,963,384,715,317,230,67,485,68,67,3800,4950,2550,1275,7811,7875,1
657,1,1,165.5,175.0,168.0,200.0,3582,3566,2687,2603,895,963,587,845,412,315,175,530,67,67,5050,4950,2550,1275,8211,8175,1
664,1,1,167.5,189.0,168.0,200.0,3504,3616,2519,2631,985,985,587,581,392,110,195,471,67,67,4750,5450,2550,1275,8511,8175,1
671,1,1,167.0,191.0,184.0,200.0,3778,3801,2771,2771,1007,1030,858,746,547,230,311,516,67,67,4975,5450,2550,1275,8511,8375,1
679,1,1,170.0,197.0,184.0,200.0,3734,3734,2771,2771,963,963,490,474,267,25,223,449,67,67,4675,5750,2550,1275,9211,8775,1
686,1,1,171.0,193.0,192.0,200.0,3739,3846,2799,2883,940,963,536,645,297,155,239,490,64,67,4425,5650,2550,1275,9711,9275,1
693,1,1,158.0,169.0,192.0,200.0,3616,3706,2631,2743,985,963,656,786,372,255,284,531,63,67,3625,4550,2550,1275,10661,10775,1
700,1,1,144.0,155.0,192.0,200.0,3538,3930,2575,2967,963,963,787,766,462,240,325,526,63,67,3325,3850,2550,1275,11661,11975,1
707,1,1,134.0,163.0,186.0,200.0,3482,3823,2519,2883,963,940,993,607,602,115,391,492,63,67,3325,4050,2550,1275,12711,12175,1
714,1,1,146.0,170.0,186.0,200.0,3442,3918,2435,2911,1007,1007,703,467,367,5,336,462,63,67,3525,4250,2550,1275,12811,12475,1
721,1,1,154.0,178.0,186.0,200.0,3364,3890,2379,2883,985,1007,600,528,277,50,323,478,63,67,3425,4750,2550,1275,12911,12475,1
729,1,1,154.0,184.0,186.0,200.0,3314,3846,2351,2883,963,963,491,461,152,200,339,261,62,67,3925,5150,2550,1275,13011,12475,1
736,1,1,165.0,198.0,186.0,200.0,3286,3790,2323,2827,963,963,182,221,52,15,130,206,62,67,4225,6050,2550,1275,13011,12475,1
743,1,1,165.0,200.0,186.0,200.0,3140,3762,2155,2799,985,963,447,562,247,265,200,297,62,67,5225,6350,2550,1275,13011,12475,1
750,1,1,175.0,200.0,186.0,200.0,2866,3762,1903,2799,963,963,298,1017,107,600,191,417,62,67,5225,6750,2400,1275,13161,12475,1
757,1,1,165.0,197.0,186.0,200.0,2978,3728,2015,2743,963,985,646,863,347,480,299,383,60,67,5275,6450,2400,1275,13711,13275,1
764,1,1,149.0,188.0,186.0,200.0,3084,3745,2211,2715,873,1030,430,313,177,60,253,253,60,67,3875,4950,2400,1275,15111,14775,1
771,1,1,123.0,165.0,186.0,200.0,2972,3644,2099,2659,873,985,574,340,267,75,307,265,60,67,2775,3350,2400,1275,16711,16375,1
779,1,1,116.0,161.0,186.0,200.0,2754,3734,1903,2771,851,963,513,392,202,115,311,277,60,67,2375,3250,2400,1275,17611,17075,1
786,1,1,126.0,165.0,186.0,200.0,2782,3622,1931,2659,851,963,347,527,57,305,290,222,60,67,2675,4350,2400,1275,17611,17075,1
793,1,1,128.0,155.0,186.0,200.0,2714,3734,1819,2771,895,963,475,568,127,380,348,188,60,67,2975,4050,2250,1275,17861,17975,1
800,1,1,122.0,150.0,192.0,200.0,2776,3706,1903,2743,873,963,505,733,132,500,373,233,60,67,2675,3850,2250,1275,18461,18575,1
807,1,1,120.0,152.0,192.0,200.0,2938,3728,2043,2743,895,985,373,869,17,595,356,274,60,67,2275,3750,2250,1275,19061,18775,1
814,1,1,112.0,168.0,192.0,200.0,3056,3717,2183,2687,873,1030,633,209,202,90,431,119,60,67,1875,3950,2250,1275,19661,19075,1
821,1,1,114.0,164.0,192.0,200.0,3314,3448,2463,2463,851,985,452,422,67,245,385,177,56,67,2075,3750,2250,1275,20161,19475,1
829,1,1,101.0,166.0,192.0,200.0,3168,3482,2295,2519,873,963,501,543,87,325,414,218,47,67,1875,3850,2250,1275,21111,19675,1
7,,,13.0,13.0,15.0,15.0,293,209,293,209,0,0,35,25,35,25,0,0,12,12,0,0,0,0,0,0,0
14,,,14.0,14.0,15.0,15.0,643,643,643,643,0,0,65,65,65,65,0,0,13,13,0,0,0,0,0,0,0
21,,,14.0,14.0,15.0,15.0,699,699,699,699,0,0,40,45,40,45,0,0,13,13,0,0,0,0,0,0,0
29,,,15.0,15.0,15.0,15.0,699,727,699,727,0,0,70,35,70,35,0,0,14,14,0,0,0,0,0,0,0
36,,,15.0,15.0,15.0,23.0,783,755,783,755,0,0,45,120,45,120,0,0,15,14,0,0,0,0,0,0,0
43,,,16.0,16.0,23.0,23.0,811,727,811,727,0,0,90,10,90,10,0,0,15,15,0,0,0,0,0,0,0
50,,,17.0,17.0,23.0,23.0,867,811,867,811,0,0,45,40,45,40,0,0,16,16,0,0,0,0,0,0,0
57,,,18.0,18.0,23.0,23.0,861,811,839,811,22,0,29,15,25,15,4,0,17,17,0,0,0,0,0,0,0
64,,,18.0,19.0,23.0,23.0,917,895,783,895,134,0,89,70,65,70,24,0,17,18,0,0,0,0,0,0,0
71,,,19.0,19.0,23.0,23.0,939,923,783,923,156,0,154,35,110,35,44,0,18,18,0,0,0,0,0,0,0
79,,,20.0,20.0,23.0,23.0,995,911,839,867,156,44,280,98,220,90,60,8,19,19,0,0,0,0,0,0,0
86,,,21.0,20.0,23.0,23.0,950,1057,727,923,223,134,197,34,105,10,92,24,20,19,0,0,0,150,0,50,0
93,,,22.0,20.0,23.0,23.0,1040,1046,727,867,313,179,277,163,145,115,132,48,21,19,0,0,0,150,0,50,0
100,,,22.0,21.0,23.0,23.0,1068,1062,755,839,313,223,267,137,95,65,172,72,21,20,0,0,150,150,0,50,0
107,,,23.0,21.0,23.0,23.0,1180,1124,867,923,313,201,257,221,45,125,212,96,22,20,0,0,150,150,0,50,0
114,,,23.0,22.0,23.0,31.0,1118,1062,783,839,335,223,397,349,145,225,252,124,22,21,0,0,150,150,0,50,0
121,,,23.0,23.0,31.0,31.0,1253,1191,895,923,358,268,547,450,255,290,292,160,23,22,0,0,150,300,0,50,0
129,,,23.0,27.0,31.0,31.0,1236,1214,923,923,313,291,694,141,370,95,324,46,23,22,0,0,150,450,0,50,0
136,,,27.0,28.0,31.0,31.0,1270,1236,979,923,291,313,145,231,35,145,110,86,23,23,0,0,450,450,0,50,0
143,,,27.0,28.0,31.0,31.0,1191,1242,923,951,268,291,291,227,145,105,146,122,23,23,0,0,450,450,0,50,0
150,,,27.0,29.0,31.0,31.0,1292,1208,979,895,313,313,346,368,160,210,186,158,23,24,0,0,450,450,0,50,0
157,,,27.0,31.0,31.0,31.0,1264,1342,951,1007,313,335,496,178,270,80,226,98,23,25,0,350,450,450,0,50,0
164,,,31.0,33.0,31.0,39.0,1342,1298,1007,1007,335,291,301,75,135,45,166,30,23,25,350,350,450,450,0,50,0
171,,,31.0,33.0,31.0,39.0,1286,1270,951,979,335,291,226,230,170,160,56,70,23,25,350,350,700,450,0,50,0
179,,,31.0,34.0,31.0,39.0,1236,1286,923,951,313,335,268,335,180,225,88,110,23,25,350,350,700,450,0,50,0
186,,,31.0,34.0,31.0,39.0,1258,1292,923,979,335,313,418,490,290,340,128,150,23,26,350,525,700,450,0,50,0
193,,,31.0,34.0,39.0,39.0,1236,1230,923,895,313,335,569,635,405,445,164,190,23,26,350,700,700,450,0,50,0
200,,,35.0,38.0,39.0,39.0,1264,1253,951,895,313,358,229,450,125,320,104,130,23,26,700,700,700,450,0,50,0
207,,,35.0,38.0,39.0,39.0,1292,1208,979,895,313,313,374,197,230,185,144,12,23,26,700,700,700,700,0,50,0
214,,,35.0,38.0,39.0,39.0,1314,1292,979,979,335,313,529,352,345,300,184,52,23,26,700,700,700,700,0,50,0
221,,,35.0,38.0,39.0,39.0,1286,1236,951,923,335,313,384,457,310,315,74,142,23,26,700,700,700,700,0,50,0
229,,,35.0,37.0,39.0,47.0,1258,1247,923,979,335,268,520,209,410,185,110,24,23,25,700,1050,700,700,0,100,0
236,,,35.0,37.0,39.0,47.0,1286,1225,951,979,335,246,275,352,125,300,150,52,23,25,1050,1050,700,700,0,100,0
243,,,35.0,39.0,39.0,63.0,1236,1258,923,1035,313,223,321,180,135,150,186,30,23,25,1050,1225,1150,700,0,100,0
250,,,37.0,39.0,39.0,63.0,1236,1197,923,951,313,246,226,317,125,255,101,62,23,25,1050,1225,1150,700,0,100,0
257,,,39.0,39.0,39.0,63.0,1236,1298,923,1007,313,291,121,478,105,380,16,98,23,25,1300,1225,1150,700,0,100,0
264,,,39.0,39.0,39.0,63.0,1314,1270,979,979,335,291,236,510,180,380,56,130,23,25,1550,1225,1150,950,0,100,0
271,,,40.0,40.0,47.0,63.0,1264,1331,951,1063,313,268,387,573,295,490,92,83,23,25,1550,1225,1150,950,0,100,0
279,,,42.0,44.0,47.0,55.0,1286,1326,951,1035,335,291,357,374,275,355,82,19,24,25,1725,1575,1150,950,0,200,0
286,,,42.0,44.0,47.0,55.0,1292,1331,979,1063,313,268,418,531,300,480,118,51,24,25,1725,1675,1150,950,0,200,0
293,,,46.0,44.0,47.0,63.0,1292,1247,979,979,313,268,218,273,160,190,58,83,24,25,2075,1675,1150,1100,0,200,0
300,,,47.0,43.0,47.0,63.0,1320,1275,1007,1007,313,268,328,429,230,310,98,119,24,24,2075,1675,1150,1100,0,250,0
307,,,47.0,49.0,47.0,63.0,1342,1314,1007,979,335,335,478,54,340,45,138,9,25,24,2075,2025,1150,1100,0,250,0
314,,,53.0,50.0,62.0,63.0,1370,1314,1035,979,335,335,118,154,90,105,28,49,25,24,2250,2200,1250,1100,0,250,0
321,,,53.0,50.0,62.0,63.0,1454,1314,1119,979,335,335,284,255,220,170,64,85,25,24,2600,2200,1250,1100,0,250,0
329,,,55.0,51.0,62.0,55.0,1538,1314,1203,979,335,335,359,360,255,235,104,125,25,25,2600,2200,1250,1100,0,350,0
336,,,55.0,52.0,62.0,55.0,1516,1348,1203,1035,313,313,530,121,390,110,140,11,25,26,2600,2200,1250,1100,0,350,0
343,,,61.0,53.0,62.0,55.0,1432,1326,1119,1035,313,291,170,222,140,175,30,47,27,27,3125,2200,1250,1100,0,350,0
350,,,62.0,51.0,62.0,55.0,1544,1348,1231,1035,313,313,310,337,240,250,70,87,27,27,3125,2025,1250,1100,0,525,0
357,,,60.0,49.0,62.0,63.0,1538,1398,1203,1063,335,335,485,497,375,370,110,127,28,27,2875,1850,1250,1100,250,750,0
364,,,60.0,50.0,62.0,63.0,1600,1029,1287,671,313,358,681,257,535,190,146,67,28,27,2875,2025,1250,1100,250,975,0
371,,,58.0,37.0,62.0,78.0,1538,536,1203,335,335,201,866,289,680,210,186,79,28,14,2700,2025,1250,1100,425,1625,0
378,,,58.0,24.0,62.0,78.0,1538,172,1203,83,335,89,866,312,680,225,186,87,28,9,2700,1325,1250,1100,425,2575,0
7,,,13.0,13.0,15.0,15.0,293,293,293,293,0,0,35,35,35,35,0,0,12,12,0,0,0,0,0,0,0
14,,,14.0,14.0,15.0,15.0,643,643,643,643,0,0,65,65,65,65,0,0,13,13,0,0,0,0,0,0,0
21,,,14.0,14.0,15.0,15.0,671,699,671,699,0,0,35,35,35,35,0,0,13,13,0,0,0,0,0,0,0
29,,,15.0,15.0,15.0,15.0,699,699,699,699,0,0,85,75,85,75,0,0,14,14,0,0,0,0,0,0,0
36,,,16.0,15.0,23.0,15.0,755,643,755,643,0,0,45,100,45,100,0,0,15,14,0,0,0,0,0,0,0
43,,,16.0,16.0,23.0,23.0,839,727,839,727,0,0,95,40,95,40,0,0,15,15,0,0,0,0,0,0,0
50,,,17.0,16.0,23.0,23.0,867,727,867,727,0,0,45,50,45,50,0,0,16,15,0,0,0,0,0,0,0
57,,,18.0,17.0,23.0,23.0,883,699,839,699,44,0,58,45,50,45,8,0,17,16,0,0,0,0,0,0,0
64,,,19.0,18.0,23.0,23.0,1006,783,895,783,111,0,175,140,155,140,20,0,18,17,0,0,0,0,0,0,0
71,,,19.0,18.0,23.0,23.0,1001,777,867,755,134,22,281,179,245,175,36,4,18,17,0,0,0,0,0,0,0
79,,,20.0,19.0,23.0,23.0,1023,833,867,699,156,134,356,284,300,260,56,24,19,18,0,0,0,0,0,0,0
86,,,20.0,19.0,23.0,23.0,995,967,839,811,156,156,471,404,395,360,76,44,19,18,0,0,0,0,0,0,0
93,,,20.0,20.0,23.0,23.0,1018,939,839,783,179,156,191,309,95,245,96,64,20,19,0,0,0,150,0,0,0
100,,,21.0,20.0,23.0,23.0,1074,967,895,811,179,156,126,424,10,340,116,84,20,19,0,0,150,150,0,0,0
107,,,21.0,20.0,23.0,23.0,1051,962,895,783,156,179,172,144,40,40,132,104,20,19,0,50,150,150,0,0,0
114,,,22.0,20.0,23.0,23.0,1051,962,895,783,156,179,252,154,100,80,152,74,21,19,0,50,150,150,0,0,0
121,,,22.0,21.0,23.0,23.0,1051,855,895,699,156,156,227,100,55,10,172,90,21,19,0,50,150,150,0,0,0
129,,,23.0,22.0,23.0,23.0,1023,995,867,839,156,156,357,180,165,70,192,110,22,20,0,50,150,150,0,0,0
136,,,25.0,22.0,31.0,23.0,1158,1051,867,895,291,156,227,180,95,50,132,130,22,20,0,50,300,150,0,0,0
143,,,26.0,23.0,31.0,31.0,1253,1051,895,895,358,156,327,255,155,105,172,150,23,21,0,50,300,150,0,0,0
150,,,26.0,25.0,31.0,31.0,1258,1051,923,895,335,156,218,195,110,25,108,170,24,21,0,50,300,250,0,0,0
157,,,26.0,26.0,31.0,31.0,1236,1158,923,979,313,179,114,290,70,100,44,190,24,22,175,50,300,250,0,0,0
164,,,28.0,26.0,46.0,31.0,1264,1107,951,951,313,156,174,221,90,15,84,206,24,22,175,150,300,250,0,0,0
171,,,29.0,27.0,46.0,31.0,1376,1107,1063,951,313,156,234,366,110,140,124,226,25,23,175,150,300,250,0,0,0
179,,,30.0,29.0,46.0,46.0,1376,1219,1063,1063,313,156,389,271,225,25,164,246,26,24,175,150,300,350,0,0,0
186,,,30.0,30.0,46.0,46.0,1398,1107,1063,951,335,156,264,346,210,80,54,266,28,24,175,150,550,500,0,0,0
193,,,30.0,32.0,46.0,46.0,1505,1331,1147,1175,358,156,139,341,45,80,94,261,28,24,175,250,550,500,0,0,0
200,,,30.0,33.0,46.0,46.0,1488,1494,1175,1315,313,179,301,361,175,80,126,281,28,25,175,250,550,500,0,0,0
207,,,33.0,36.0,46.0,46.0,1544,1522,1231,1343,313,179,206,376,40,75,166,301,28,26,175,250,800,575,0,0,0
214,,,34.0,38.0,46.0,46.0,1544,1667,1231,1511,313,156,231,407,25,115,206,292,28,26,175,350,800,725,0,0,0
221,,,36.0,40.0,46.0,54.0,1516,1835,1203,1679,313,156,261,322,15,110,246,212,30,28,175,350,800,725,0,0,0
229,,,38.0,46.0,46.0,54.0,1488,1975,1175,1819,313,156,351,202,65,20,286,182,32,29,175,500,800,800,0,0,0
236,,,40.0,48.0,46.0,54.0,1757,2059,1399,1903,358,156,326,287,0,85,326,202,34,30,425,500,950,800,0,0,0
243,,,40.0,49.0,46.0,54.0,1757,2143,1399,1987,358,156,486,182,120,60,366,122,34,31,425,500,1100,800,0,0,0
250,,,42.0,53.0,54.0,54.0,1891,2054,1399,1875,492,179,705,227,275,110,430,117,36,32,425,850,1100,800,0,0,0
257,,,47.0,54.0,54.0,54.0,1936,1802,1287,1623,649,179,245,122,110,10,135,112,37,34,1175,850,1400,800,0,0,0
264,,,48.0,58.0,54.0,62.0,2014,1779,1343,1623,671,156,330,168,115,40,215,128,37,34,1175,900,1400,800,0,0,0
271,,,49.0,55.0,54.0,62.0,2048,1807,1399,1651,649,156,526,388,235,240,291,148,37,36,1175,900,1400,800,0,175,0
279,,,47.0,58.0,62.0,70.0,2132,889,1483,755,649,134,772,289,405,125,367,164,38,36,925,900,1400,800,250,175,0
286,,,49.0,60.0,62.0,70.0,2042,458,1371,391,671,67,912,260,465,88,447,172,39,36,925,1025,1400,800,250,175,0
